FID,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,GEOID,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,Shape__Area,Shape__Length
634,42,003,503002,4,420035030024,Block Group 4,G5030,S,639849,0,+40.3456451,-079.8163017,6.7822233555e-05,0.062131732455944
635,42,003,504100,2,420035041002,Block Group 2,G5030,S,1834774,0,+40.3935994,-079.8262697,0.000194616209819,0.067772100904911
636,42,003,504100,3,420035041003,Block Group 3,G5030,S,569137,0,+40.3744152,-079.8174753,6.0352181504e-05,0.042005688569285
637,42,003,509400,5,420035094005,Block Group 5,G5030,S,663288,0,+40.4063909,-079.8296448,7.036854922e-05,0.041004515233657
638,42,003,510000,1,420035100001,Block Group 1,G5030,S,767750,0,+40.3967687,-079.8371934,8.1439663773e-05,0.049887868104427
639,42,003,512000,1,420035120001,Block Group 1,G5030,S,443720,0,+40.4009125,-079.8442000,4.7070437815e-05,0.040252985877687
640,42,003,512000,2,420035120002,Block Group 2,G5030,S,835674,0,+40.4068314,-079.8455934,8.8657696498e-05,0.047920336226775
641,42,003,512900,1,420035129001,Block Group 1,G5030,S,229465,0,+40.4090833,-079.8621652,2.4344788821e-05,0.023848760856976
642,42,003,512900,2,420035129002,Block Group 2,G5030,S,259594,0,+40.4101443,-079.8670732,2.7541869177e-05,0.030972442753758
643,42,003,513800,1,420035138001,Block Group 1,G5030,S,276204,0,+40.4081190,-079.8692197,2.9303266645e-05,0.023815044371777
644,42,003,513800,2,420035138002,Block Group 2,G5030,S,499225,0,+40.4026285,-079.8670429,5.2960568626e-05,0.043630412815134
645,42,003,101400,2,420031014002,Block Group 2,G5030,S,115857,0,+40.4844952,-079.9284287,1.2305509951e-05,0.014553557212884
646,42,003,513800,3,420035138003,Block Group 3,G5030,S,683237,214450,+40.3995012,-079.8697057,9.5226455727e-05,0.047787246093184
647,42,003,514000,2,420035140002,Block Group 2,G5030,S,888136,172230,+40.4092087,-079.8818872,0.000112502678273,0.045140532544759
648,42,003,515100,1,420035151001,Block Group 1,G5030,S,509115,0,+40.4178523,-079.8748528,5.4021524647e-05,0.040562034579636
649,42,003,515100,2,420035151002,Block Group 2,G5030,S,407837,0,+40.4174746,-079.8816926,4.3274586348e-05,0.046943405180544
650,42,003,515100,3,420035151003,Block Group 3,G5030,S,174748,0,+40.4212662,-079.8820603,1.854334037e-05,0.02550899240166
651,42,003,515200,2,420035152002,Block Group 2,G5030,S,227361,0,+40.4245159,-079.8824926,2.4127432759e-05,0.021425250095161
652,42,003,515300,1,420035153001,Block Group 1,G5030,S,234781,0,+40.4205567,-079.8886129,2.4913198425e-05,0.026406185044042
653,42,003,515300,2,420035153002,Block Group 2,G5030,S,632443,109167,+40.4187009,-079.8929741,7.8690317231e-05,0.042157446910899
654,42,003,516100,1,420035161001,Block Group 1,G5030,S,713470,0,+40.4309181,-079.8886054,7.5719918663e-05,0.03724589746887
655,42,003,516200,1,420035162001,Block Group 1,G5030,S,463292,0,+40.4332240,-079.8788493,4.9170314626e-05,0.036107222834019
656,42,003,516200,2,420035162002,Block Group 2,G5030,S,344725,0,+40.4294883,-079.8812530,3.6584230479e-05,0.030796797470142
657,42,003,518001,3,420035180013,Block Group 3,G5030,S,969937,0,+40.4261604,-079.8538613,0.000102931247285,0.069327003291672
658,42,003,520002,1,420035200021,Block Group 1,G5030,S,1205809,0,+40.4197803,-079.8297647,0.000127950468935,0.078507869028041
659,42,003,520002,3,420035200023,Block Group 3,G5030,S,455653,0,+40.4257548,-079.8402836,4.8354205214e-05,0.041309520509817
660,42,003,521100,1,420035211001,Block Group 1,G5030,S,1141180,0,+40.4566983,-079.7652525,0.000121157837983,0.043798124783463
661,42,003,521301,1,420035213011,Block Group 1,G5030,S,991174,0,+40.4373959,-079.7625456,0.000105201996744,0.049233147420861
662,42,003,521301,2,420035213012,Block Group 2,G5030,S,925578,0,+40.4284918,-079.7571490,9.8227159702e-05,0.039308407656601
663,42,003,523100,2,420035231002,Block Group 2,G5030,S,973599,0,+40.4694890,-079.8681660,0.000103385458607,0.068797497269743
664,42,003,523100,3,420035231003,Block Group 3,G5030,S,689376,0,+40.4624296,-079.8701931,7.31964428e-05,0.055519023897702
665,42,003,523200,2,420035232002,Block Group 2,G5030,S,536970,0,+40.4606253,-079.8507872,5.7012893261e-05,0.035370108263391
666,42,003,523200,3,420035232003,Block Group 3,G5030,S,717088,0,+40.4547654,-079.8492731,7.6130447941e-05,0.042573031227743
667,42,003,523200,4,420035232004,Block Group 4,G5030,S,314502,0,+40.4602105,-079.8604643,3.3392172639e-05,0.030571980526771
668,42,003,523300,1,420035233001,Block Group 1,G5030,S,705118,0,+40.4789616,-079.8268390,7.4886067684e-05,0.047826062658317
669,42,003,523300,3,420035233003,Block Group 3,G5030,S,381617,0,+40.4685113,-079.8336999,4.0522817527e-05,0.04802242653338
670,42,003,523400,2,420035234002,Block Group 2,G5030,S,275213,0,+40.4567882,-079.8414933,2.9219071683e-05,0.028235069803182
671,42,003,523400,5,420035234005,Block Group 5,G5030,S,497757,0,+40.4629926,-079.8362714,5.2851113847e-05,0.03930185157941
672,42,003,523501,1,420035235011,Block Group 1,G5030,S,1890430,0,+40.4725150,-079.8038188,0.000200751711841,0.061055470138905
673,42,003,523501,2,420035235012,Block Group 2,G5030,S,1513587,0,+40.4771015,-079.8155494,0.000160744157971,0.054070015286229
674,42,003,523501,3,420035235013,Block Group 3,G5030,S,1181055,0,+40.4658115,-079.8146972,0.00012540818896,0.055766256725808
675,42,003,523600,1,420035236001,Block Group 1,G5030,S,2940340,0,+40.4474532,-079.8137987,0.000312130647541,0.087971094507552
676,42,003,451105,2,420034511052,Block Group 2,G5030,S,1458484,0,+40.5080257,-080.2297425,0.000154962251972,0.06928208694333
677,42,003,523701,3,420035237013,Block Group 3,G5030,S,1047054,0,+40.4963563,-079.8133050,0.000111229281542,0.052017975304958
678,42,003,523701,4,420035237014,Block Group 4,G5030,S,767165,0,+40.5014849,-079.8312951,8.1502845576e-05,0.06336709632195
679,42,003,523702,2,420035237022,Block Group 2,G5030,S,1925608,0,+40.4836911,-079.7877474,0.000204520828181,0.068955287081014
680,42,003,523702,3,420035237023,Block Group 3,G5030,S,1460553,0,+40.4842438,-079.8012929,0.000155128226181,0.080024840837792
681,42,003,523800,1,420035238001,Block Group 1,G5030,S,961215,0,+40.4914222,-079.8314994,0.000102103228849,0.060603779279083
682,42,003,523800,2,420035238002,Block Group 2,G5030,S,810827,0,+40.4849106,-079.8285930,8.6120215294e-05,0.052773253114914
683,42,003,523800,3,420035238003,Block Group 3,G5030,S,445761,0,+40.4812649,-079.8381036,4.7343163585e-05,0.043389704576466
684,42,003,524000,1,420035240001,Block Group 1,G5030,S,212643,0,+40.5056146,-079.8393833,2.2592326532e-05,0.028420161214319
685,42,003,525100,1,420035251001,Block Group 1,G5030,S,1361335,0,+40.5171973,-079.8292453,0.000144659883432,0.065657798292278
686,42,003,525200,1,420035252001,Block Group 1,G5030,S,591350,107605,+40.5199107,-079.8463010,7.4275774385e-05,0.036431822776754
687,42,003,525200,2,420035252002,Block Group 2,G5030,S,535339,165418,+40.5129799,-079.8457858,7.4460534319e-05,0.040058209512186
688,42,003,564000,1,420035640001,Block Group 1,G5030,S,25384576,0,+40.4246345,-080.2533575,0.002693790089721,0.256146146099079
689,42,003,453003,1,420034530031,Block Group 1,G5030,S,12070990,0,+40.4230337,-080.1947070,0.001280933058891,0.209130184150243
690,42,003,525300,1,420035253001,Block Group 1,G5030,S,701108,128323,+40.5267845,-079.8365140,8.815137874e-05,0.048291536289171
691,42,003,526202,1,420035262021,Block Group 1,G5030,S,1322191,0,+40.4808537,-079.7705094,0.000140425353495,0.064127166567812
692,42,003,526202,3,420035262023,Block Group 3,G5030,S,624279,0,+40.4838770,-079.7790344,6.6305355408e-05,0.051106386139247
693,42,003,526301,1,420035263011,Block Group 1,G5030,S,1371613,0,+40.4827279,-079.7078978,0.000145678272545,0.04655897056462
694,42,003,526302,2,420035263022,Block Group 2,G5030,S,603671,0,+40.4687194,-079.7168909,6.4102256129e-05,0.04246481478339
695,42,003,526302,3,420035263023,Block Group 3,G5030,S,1162844,0,+40.4527437,-079.7075283,0.000123450692217,0.056027363504294
696,42,003,526302,4,420035263024,Block Group 4,G5030,S,929393,0,+40.4590064,-079.7129289,9.8675991015e-05,0.059128969784157
697,42,003,550900,1,420035509001,Block Group 1,G5030,S,548762,0,+40.3490577,-079.8482209,5.8170067292e-05,0.034405504572145
698,42,003,550900,2,420035509002,Block Group 2,G5030,S,440918,0,+40.3476708,-079.8563295,4.6737421167e-05,0.035128800870979
699,42,003,551200,1,420035512001,Block Group 1,G5030,S,398260,0,+40.3511222,-079.8397652,4.2217651142e-05,0.033902321042093
700,42,003,551200,2,420035512002,Block Group 2,G5030,S,528490,0,+40.3532238,-079.8307284,5.6024488868e-05,0.033868376674383
701,42,003,551200,3,420035512003,Block Group 3,G5030,S,381263,0,+40.3474804,-079.8380374,4.0413857225e-05,0.034373403822303
702,42,003,551300,1,420035513001,Block Group 1,G5030,S,1126597,0,+40.3420565,-079.8280836,0.000119409500355,0.062003211279812
703,42,003,551900,1,420035519001,Block Group 1,G5030,S,701783,131679,+40.3566216,-079.8388998,8.8359600845e-05,0.051040985251439
704,42,003,551900,2,420035519002,Block Group 2,G5030,S,1108718,268611,+40.3542587,-079.8612109,0.000146008951223,0.066924117608329
705,42,003,552000,2,420035520002,Block Group 2,G5030,S,149168,0,+40.3404053,-079.8432733,1.5810416957e-05,0.018299078315979
706,42,003,552000,3,420035520003,Block Group 3,G5030,S,119402,0,+40.3436203,-079.8388822,1.265605088e-05,0.01466889873399
707,42,003,552000,4,420035520004,Block Group 4,G5030,S,225696,0,+40.3398127,-079.8386693,2.3920830448e-05,0.027595321364503
708,42,003,552100,1,420035521001,Block Group 1,G5030,S,431489,0,+40.3463710,-079.8625198,4.5736514466e-05,0.040808141225901
709,42,003,552100,2,420035521002,Block Group 2,G5030,S,261090,86245,+40.3438707,-079.8652108,3.6815337817e-05,0.033119550081122
710,42,003,552200,1,420035522001,Block Group 1,G5030,S,804397,235833,+40.3494610,-079.8760891,0.000110265969212,0.045723353019018
711,42,003,426300,2,420034263002,Block Group 2,G5030,S,1665659,0,+40.5380567,-079.9783878,0.000177052425313,0.063764853177213
712,42,003,488600,2,420034886002,Block Group 2,G5030,S,2002261,0,+40.3441640,-079.9090425,0.000212228577071,0.08338910021694
713,42,003,451101,1,420034511011,Block Group 1,G5030,S,5267764,479532,+40.5406846,-080.2274091,0.000610934430302,0.195139629781435
714,42,003,191800,3,420031918003,Block Group 3,G5030,S,190086,0,+40.3895301,-080.0171435,2.016099469e-05,0.023955736958215
715,42,003,563000,2,420035630002,Block Group 2,G5030,S,574772,0,+40.4597668,-080.0778300,6.1025743024e-05,0.034205642997612
716,42,003,270400,1,420032704001,Block Group 1,G5030,S,396816,0,+40.4653995,-080.0285113,4.2135018195e-05,0.029392655376674
717,42,003,202200,3,420032022003,Block Group 3,G5030,S,174658,0,+40.4580322,-080.0647449,1.8543562331e-05,0.022215223991728
718,42,003,490002,4,420034900024,Block Group 4,G5030,S,1097796,0,+40.2843176,-080.0067429,0.000116258914673,0.052186966922918
719,42,003,490002,5,420034900025,Block Group 5,G5030,S,473896,0,+40.2869247,-080.0247430,5.0188674486e-05,0.042967632243742
720,42,003,281400,2,420032814002,Block Group 2,G5030,S,980860,0,+40.4462505,-080.0501942,0.000104120807188,0.048906524611795
721,42,003,489001,2,420034890012,Block Group 2,G5030,S,1507497,0,+40.3307935,-079.9471728,0.000159754692284,0.087663720430201
722,42,003,489001,3,420034890013,Block Group 3,G5030,S,1870418,0,+40.3262670,-079.9516844,0.000198202495716,0.072491629426459
723,42,003,490003,2,420034900032,Block Group 2,G5030,S,1797037,0,+40.3283036,-079.9920760,0.000190431479019,0.09236125427328
724,42,003,490003,3,420034900033,Block Group 3,G5030,S,1218860,0,+40.3193206,-079.9881465,0.000129145723837,0.048080593997628
725,42,003,492700,3,420034927003,Block Group 3,G5030,S,404463,0,+40.3112847,-079.8962869,4.2850353647e-05,0.038202720068654
726,42,003,492800,1,420034928001,Block Group 1,G5030,S,759638,0,+40.2947078,-079.8858565,8.0458861078e-05,0.050123227871205
727,42,003,492800,2,420034928002,Block Group 2,G5030,S,882571,0,+40.2896992,-079.8803642,9.3473096166e-05,0.052041792865749
728,42,003,492900,1,420034929001,Block Group 1,G5030,S,1263886,0,+40.2848768,-079.8959638,0.000133855073542,0.077246358282825
729,42,003,494000,1,420034940001,Block Group 1,G5030,S,886861,186785,+40.2715536,-079.8871529,0.000113679413893,0.055781982979093
730,42,003,496200,1,420034962001,Block Group 1,G5030,S,3465468,0,+40.3004977,-079.8230479,0.000367086359122,0.113390405499761
731,42,003,496200,2,420034962002,Block Group 2,G5030,S,1393636,0,+40.2906916,-079.8194016,0.000147602434088,0.052978641656904
732,42,003,496200,5,420034962005,Block Group 5,G5030,S,1254327,0,+40.3144504,-079.8029954,0.000132894140094,0.060102754238067
733,42,003,498000,1,420034980001,Block Group 1,G5030,S,1244901,146233,+40.3238606,-079.8499332,0.000147409105605,0.082982361566299
734,42,003,500300,1,420035003001,Block Group 1,G5030,S,993535,99853,+40.3390840,-079.8669619,0.000115887789567,0.067476706741818
735,42,003,500300,2,420035003002,Block Group 2,G5030,S,653310,0,+40.3364150,-079.8793309,6.9239284599e-05,0.048767219486215
736,42,003,500300,3,420035003003,Block Group 3,G5030,S,901833,0,+40.3322816,-079.8695549,9.5572588591e-05,0.069518474615963
737,42,003,500300,4,420035003004,Block Group 4,G5030,S,393458,0,+40.3382749,-079.8731167,4.1700721858e-05,0.028253334234269
738,42,003,501000,1,420035010001,Block Group 1,G5030,S,1258267,131999,+40.3181711,-079.8308089,0.000147303909446,0.054898247630225
739,42,003,504100,1,420035041001,Block Group 1,G5030,S,1150663,0,+40.3909720,-079.8173974,0.000122047124328,0.061766228093979
740,42,003,507000,1,420035070001,Block Group 1,G5030,S,566817,0,+40.3874447,-079.8041550,6.01172232e-05,0.044158497563858
741,42,003,507000,2,420035070002,Block Group 2,G5030,S,507007,0,+40.3818756,-079.8110591,5.3769198079e-05,0.042536096274338
742,42,003,508000,1,420035080001,Block Group 1,G5030,S,551257,0,+40.3970515,-079.8103408,5.8475271202e-05,0.046932907679567
743,42,003,509400,1,420035094001,Block Group 1,G5030,S,611702,0,+40.4126820,-079.8204888,6.4902098022e-05,0.045581737033769
744,42,003,509400,2,420035094002,Block Group 2,G5030,S,398211,0,+40.4128634,-079.8138680,4.2250481981e-05,0.030318686985973
745,42,003,509400,3,420035094003,Block Group 3,G5030,S,190271,0,+40.4074380,-079.8167099,2.0186316182e-05,0.036199089189117
746,42,003,509400,4,420035094004,Block Group 4,G5030,S,646923,0,+40.4046253,-079.8200725,6.8630861088e-05,0.056258975680961
747,42,003,562700,2,420035627002,Block Group 2,G5030,S,535956,5234,+40.4515765,-080.0053403,5.7454192823e-05,0.034791328564151
748,42,003,040200,1,420030402001,Block Group 1,G5030,S,322040,0,+40.4381815,-079.9683880,3.4182048142e-05,0.038775594811875
749,42,003,981200,1,420039812001,Block Group 1,G5030,S,460275,156913,+40.4464628,-080.0119581,6.551696004e-05,0.038948406004508
750,42,003,515200,1,420035152001,Block Group 1,G5030,S,319124,0,+40.4251975,-079.8775193,3.3865521856e-05,0.030076566481927
751,42,003,517000,2,420035170002,Block Group 2,G5030,S,1678131,20299,+40.4145909,-079.8612714,0.000180210937493,0.062922434772676
752,42,003,519000,1,420035190001,Block Group 1,G5030,S,2291868,0,+40.4359079,-079.8336631,0.000243250961884,0.099428655987185
753,42,003,519000,2,420035190002,Block Group 2,G5030,S,2132433,0,+40.4376386,-079.8498779,0.000226335051468,0.081714929387415
754,42,003,521302,1,420035213021,Block Group 1,G5030,S,1057243,0,+40.4306060,-079.7698056,0.000112203597774,0.048517339957246
755,42,003,521401,2,420035214012,Block Group 2,G5030,S,2001165,0,+40.4229621,-079.7162092,0.000212356703125,0.076084988868198
756,42,003,521500,3,420035215003,Block Group 3,G5030,S,1413937,0,+40.4467223,-079.7582013,0.000150094547227,0.055176661293225
757,42,003,522000,3,420035220003,Block Group 3,G5030,S,732890,0,+40.4111554,-079.7767352,7.7758584472e-05,0.082133121828946
758,42,003,424000,2,420034240002,Block Group 2,G5030,S,532927,575884,+40.4932427,-079.9215474,0.00011778197684,0.100086059600252
759,42,003,424000,3,420034240003,Block Group 3,G5030,S,293606,0,+40.4946637,-079.9334669,3.1188826306e-05,0.054631376259269
760,42,003,472100,1,420034721001,Block Group 1,G5030,S,325531,0,+40.3982771,-080.0342336,3.4531779023e-05,0.029690772166557
761,42,003,561400,4,420035614004,Block Group 4,G5030,S,420852,0,+40.4457304,-079.8639700,4.4674304916e-05,0.041455568388166
762,42,003,563900,4,420035639004,Block Group 4,G5030,S,517694,0,+40.4260632,-079.8480970,5.4938539734e-05,0.03698675398774
763,42,003,478200,2,420034782002,Block Group 2,G5030,S,1242332,0,+40.3738367,-079.9693510,0.00013173719597,0.051316488279363
764,42,003,484600,1,420034846001,Block Group 1,G5030,S,222412,0,+40.3982372,-079.9040461,2.359273874e-05,0.02672108047128
765,42,003,563800,4,420035638004,Block Group 4,G5030,S,446769,158671,+40.5261424,-080.1547056,6.4345294058e-05,0.047127303686101
766,42,003,170200,4,420031702004,Block Group 4,G5030,S,185601,0,+40.4269824,-079.9793259,1.9696701312e-05,0.018659170478815
767,42,003,453004,3,420034530043,Block Group 3,G5030,S,4179663,0,+40.4488333,-080.1901884,0.000443699432388,0.111141595907666
768,42,003,563900,3,420035639003,Block Group 3,G5030,S,221122,0,+40.4200274,-079.8459672,2.3463437969e-05,0.023156332613427
769,42,003,469000,3,420034690003,Block Group 3,G5030,S,2718087,0,+40.4216865,-080.0550895,0.000288431446924,0.103835569755197
770,42,003,290400,4,420032904004,Block Group 4,G5030,S,369959,0,+40.3909811,-079.9764177,3.9240038542e-05,0.036983964604236
771,42,003,488600,3,420034886003,Block Group 3,G5030,S,6989466,226531,+40.3317962,-079.9056932,0.000764740718447,0.189233907572386
772,42,003,564400,4,420035644004,Block Group 4,G5030,S,6266542,0,+40.3818427,-079.7854828,0.000664583843394,0.221257640935861
773,42,003,521302,4,420035213024,Block Group 4,G5030,S,3010691,8164,+40.4057719,-079.7917526,0.000320256816314,0.089214806349178
774,42,003,563900,1,420035639001,Block Group 1,G5030,S,412066,0,+40.4101186,-079.8386144,4.3718686548e-05,0.026705785097425
775,42,003,562400,5,420035624005,Block Group 5,G5030,S,138709,0,+40.4197360,-079.9991617,1.4718367336e-05,0.018903013101489
776,42,003,010300,3,420030103003,Block Group 3,G5030,S,168360,0,+40.4368931,-079.9837605,1.7869294686e-05,0.02034869334558
777,42,003,980100,1,420039801001,Block Group 1,G5030,S,1473395,253872,+40.4798795,-079.9165548,0.000183448283505,0.08551349148289
778,42,003,090100,2,420030901002,Block Group 2,G5030,S,305442,116905,+40.4747040,-079.9638454,4.4851861042e-05,0.030913311813739
779,42,003,564500,1,420035645001,Block Group 1,G5030,S,9244306,0,+40.2769242,-079.9321676,0.000978884721784,0.193760356683889
780,42,003,564500,2,420035645002,Block Group 2,G5030,S,6612514,429248,+40.2665277,-079.9132887,0.000745565000779,0.181483216527142
781,42,003,497000,1,420034970001,Block Group 1,G5030,S,12427320,546531,+40.2914072,-079.8599194,0.001374259822692,0.205283155387461
782,42,003,496200,3,420034962003,Block Group 3,G5030,S,6793129,639757,+40.2878476,-079.7872917,0.000787266832578,0.262915262126579
783,42,003,300100,6,420033001006,Block Group 6,G5030,S,121530,0,+40.4088504,-079.9939368,1.2893664837e-05,0.015673406260351
784,42,003,421200,2,420034212002,Block Group 2,G5030,S,2092862,0,+40.5040380,-079.9141967,0.000222351274539,0.094653166797001
785,42,003,564400,2,420035644002,Block Group 2,G5030,S,1419948,0,+40.3659845,-079.8010950,0.000150554536348,0.058737754785358
786,42,003,561600,2,420035616002,Block Group 2,G5030,S,866500,0,+40.4138163,-079.9632742,9.1938203304e-05,0.074541883000039
787,42,003,561700,1,420035617001,Block Group 1,G5030,S,804373,0,+40.4088026,-079.9722163,8.5339739581e-05,0.041755604547986
788,42,003,561700,2,420035617002,Block Group 2,G5030,S,268306,0,+40.4108740,-079.9793742,2.8466780006e-05,0.022376099926078
789,42,003,561600,3,420035616003,Block Group 3,G5030,S,208680,0,+40.4161360,-079.9788445,2.2142248383e-05,0.02236794298278
790,42,003,499400,3,420034994003,Block Group 3,G5030,S,347075,0,+40.3269132,-079.8915850,3.6779061552e-05,0.030713698855107
791,42,003,562300,1,420035623001,Block Group 1,G5030,S,216489,0,+40.4022512,-079.9398353,2.296594736e-05,0.024012890945926
792,42,003,151700,5,420031517005,Block Group 5,G5030,S,160093,0,+40.4213387,-079.9316081,1.6988195482e-05,0.017109183475602
793,42,003,564400,1,420035644001,Block Group 1,G5030,S,1909146,0,+40.3648530,-079.7860221,0.000202420689808,0.061657921260518
794,42,003,488400,2,420034884002,Block Group 2,G5030,S,495032,0,+40.3642686,-079.8609864,5.2485836853e-05,0.041300462907377
795,42,003,488400,3,420034884003,Block Group 3,G5030,S,149129,0,+40.3614925,-079.8597143,1.5810792855e-05,0.022586309154606
796,42,003,488500,1,420034885001,Block Group 1,G5030,S,1640691,0,+40.3642429,-079.9212905,0.000173955233303,0.071867932824835
797,42,003,563100,1,420035631001,Block Group 1,G5030,S,908982,0,+40.4338079,-080.0441065,9.6473454234e-05,0.044508706864137
798,42,003,563000,3,420035630003,Block Group 3,G5030,S,503953,0,+40.4521612,-080.0721841,5.350038983e-05,0.04634187578486
799,42,003,300100,5,420033001005,Block Group 5,G5030,S,121960,0,+40.4109356,-079.9931743,1.2939678364e-05,0.018478565698444
800,42,003,562400,4,420035624004,Block Group 4,G5030,S,303369,0,+40.4187712,-080.0050308,3.2190478106e-05,0.025954308933391
801,42,003,562400,3,420035624003,Block Group 3,G5030,S,123340,0,+40.4166387,-080.0015437,1.3087174578e-05,0.020376008101795
802,42,003,476200,3,420034762003,Block Group 3,G5030,S,543441,0,+40.3606121,-080.0235373,5.761574459e-05,0.038641936654662
803,42,003,563100,2,420035631002,Block Group 2,G5030,S,880124,0,+40.4320100,-080.0530374,9.3408197545e-05,0.046592555600645
804,42,003,475200,1,420034752001,Block Group 1,G5030,S,824746,0,+40.3186890,-080.0602752,8.7385989908e-05,0.051091593527756
805,42,003,564400,5,420035644005,Block Group 5,G5030,S,582957,0,+40.3748966,-079.8111475,6.1818009773e-05,0.03654238600739
806,42,003,980800,1,420039808001,Block Group 1,G5030,S,351287,163997,+40.4342391,-079.9687916,5.4688140523e-05,0.039749494393142
807,42,003,472200,2,420034722002,Block Group 2,G5030,S,128400,0,+40.3915165,-080.0414875,1.3618952164e-05,0.014746537281139
808,42,003,473100,2,420034731002,Block Group 2,G5030,S,299947,0,+40.3915621,-080.0531387,3.1814502404e-05,0.030541932732291
809,42,003,564400,6,420035644006,Block Group 6,G5030,S,1133503,0,+40.3915947,-079.7858564,0.000120227933264,0.079547062277213
810,42,003,488200,1,420034882001,Block Group 1,G5030,S,1498426,281625,+40.3935498,-079.8723388,0.000188810701419,0.078914251952114
811,42,003,552300,2,420035523002,Block Group 2,G5030,S,262759,0,+40.3402543,-079.8546669,2.7849598764e-05,0.031364371603436
812,42,003,562600,3,420035626003,Block Group 3,G5030,S,749541,187348,+40.4499095,-080.0386309,9.9456572391e-05,0.055466600539369
813,42,003,191500,2,420031915002,Block Group 2,G5030,S,274568,0,+40.4231253,-080.0088765,2.9136688617e-05,0.029554369333544
814,42,003,191400,2,420031914002,Block Group 2,G5030,S,565035,0,+40.4260261,-080.0142054,5.9962369364e-05,0.036299942683863
815,42,003,980900,1,420039809001,Block Group 1,G5030,S,1463996,854869,+40.4716746,-080.0433505,0.000246227917194,0.076582225211675
816,42,003,562500,2,420035625002,Block Group 2,G5030,S,471699,0,+40.4561318,-080.0477532,5.0079786847e-05,0.040599310321334
817,42,003,475102,1,420034751021,Block Group 1,G5030,S,1826615,0,+40.3370364,-080.0361384,0.000193590945991,0.060256557393584
818,42,003,475301,4,420034753014,Block Group 4,G5030,S,698546,0,+40.3265036,-080.0342796,7.4022861185e-05,0.048120137205068
819,42,003,191100,1,420031911001,Block Group 1,G5030,S,719440,0,+40.4314481,-080.0231178,7.6353977838e-05,0.041718520420621
820,42,003,488400,4,420034884004,Block Group 4,G5030,S,1976256,253628,+40.3611251,-079.8678274,0.000236411345794,0.106469338823215
821,42,003,451104,2,420034511042,Block Group 2,G5030,S,2968417,0,+40.5448874,-080.2571102,0.000315561408023,0.114509630867801
822,42,003,451102,2,420034511022,Block Group 2,G5030,S,1339567,0,+40.5210090,-080.2000326,0.000142354670889,0.057880256618681
823,42,003,563300,2,420035633002,Block Group 2,G5030,S,18970544,0,+40.5594626,-080.1527830,0.002017123056576,0.29039769369447
824,42,003,470600,1,420034706001,Block Group 1,G5030,S,1376766,0,+40.3940073,-080.0854646,0.000146035882585,0.093288476007362
825,42,003,474102,1,420034741021,Block Group 1,G5030,S,3385903,0,+40.3452850,-080.0681288,0.000358892768012,0.091272798161995
826,42,003,490003,1,420034900031,Block Group 1,G5030,S,4790233,0,+40.3111845,-079.9927724,0.000507493402944,0.128370356334757
827,42,003,490002,3,420034900023,Block Group 3,G5030,S,4503449,0,+40.3021898,-080.0064187,0.000477048341903,0.100790487742628
828,42,003,490002,2,420034900022,Block Group 2,G5030,S,1519673,0,+40.2934437,-080.0170155,0.000160958185287,0.063096350907992
829,42,003,130600,1,420031306001,Block Group 1,G5030,S,365630,0,+40.4521925,-079.8817225,3.8815830508e-05,0.025788075278077
830,42,003,562300,3,420035623003,Block Group 3,G5030,S,1036353,0,+40.4125803,-079.9314314,0.00010995749084,0.072854273496699
831,42,003,101800,2,420031018002,Block Group 2,G5030,S,797070,0,+40.4847864,-079.9385830,8.4659220936e-05,0.076515543478948
832,42,003,080200,2,420030802002,Block Group 2,G5030,S,91466,0,+40.4617200,-079.9522413,9.7113463e-06,0.012828989272032
833,42,003,526101,4,420035261014,Block Group 4,G5030,S,3431306,0,+40.5232161,-079.7997962,0.000364654008858,0.114865403346229
834,42,003,141400,4,420031414004,Block Group 4,G5030,S,1162801,88690,+40.4187329,-079.9174145,0.000132795512247,0.083194008618737
835,42,003,202300,4,420032023004,Block Group 4,G5030,S,841911,0,+40.4127768,-080.0356727,8.9327356408e-05,0.036246088224416
836,42,003,270800,3,420032708003,Block Group 3,G5030,S,633745,0,+40.4865869,-080.0297229,6.7313497331e-05,0.044212297770986
837,42,003,427100,3,420034271003,Block Group 3,G5030,S,3030289,0,+40.5144543,-079.9722932,0.000321995692589,0.107178426752819
838,42,003,564200,3,420035642003,Block Group 3,G5030,S,8330546,0,+40.3444339,-079.7906660,0.00088299444299,0.144791281738624
839,42,003,458000,4,420034580004,Block Group 4,G5030,S,6392667,0,+40.4118847,-080.1197731,0.000678258047359,0.141841064459608
840,42,003,562900,2,420035629002,Block Group 2,G5030,S,4513750,20848,+40.3930586,-079.9468861,0.000480980138413,0.176490203882109
841,42,003,453004,2,420034530042,Block Group 2,G5030,S,1195546,0,+40.4457401,-080.2136150,0.000126909537495,0.075824564201313
842,42,003,460002,1,420034600021,Block Group 1,G5030,S,4186790,0,+40.4605248,-080.0985229,0.000444532546608,0.107888644513036
843,42,003,520001,1,420035200011,Block Group 1,G5030,S,2327748,0,+40.4258738,-079.8174707,0.000247022895035,0.083618373170832
844,42,003,453004,4,420034530044,Block Group 4,G5030,S,375502,0,+40.4445035,-080.2244729,3.9859798379e-05,0.027656398363193
